Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,AssortmentText,IsNewInAssortment,ProductLaunchDate,Argang,IsCompletelyOutOfStock,IsTemporaryOutOfStock,IsDiscontinued,IsSupplierTemporaryNotAvailable
281901,Quinta do Cardo Organic,Agrocardo SA.,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,"Touriga naçional, Tinta roriz, Touriga franca",Fast sortiment,True,2026-09-01,2024,False,False,False,False
169406,Inycon Fiano Chardonnay,Cantine Settesoli,149.0,1500 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,"Fiano, Chardonnay",Fast sortiment,True,2026-06-01,2025,False,False,False,False
260801,Maison Vialade Côtes du Roussillon Villages,Domaines Gardies,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Mourvèdre, Syrah, Grenache noir",Fast sortiment,True,2026-09-01,2024,False,False,False,False
262201,Grand Vin de Stellenbosch Heritage Blend,Stellenbosch Hills,149.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,"Cabernet sauvignon, Merlot, Petit verdot, Cinsault",Fast sortiment,True,2026-09-01,2025,False,False,False,False
168401,Etna Rosso Terre dei Miti,Terre dei Miti,199.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,True,2026-06-01,2024,False,False,False,False
471601,SEDA Bobal Syrah,Torre Oria,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,"Bobal, Syrah",Fast sortiment,True,2026-06-01,2025,False,False,False,False
2031401,Southern Ridge Shiraz Victoria,Carramar Estate,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Australien,Shiraz,Fast sortiment,True,2026-09-01,2025,False,False,False,False
471401,Bon Courage Prestige Cuvée Chardonnay,Bon Courage,119.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Sydafrika,Chardonnay,Fast sortiment,True,2026-06-01,2025,False,False,False,False
2031201,Huber Riesling Family Selection,Weingut Markus Huber GmbH & Co KG,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Riesling,Fast sortiment,True,2026-06-01,2025,False,False,False,False
2032401,Poggio San Polo Chianti,San Polo,139.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,Fast sortiment,True,2026-09-01,2025,False,False,False,False
2031801,JUWEL Grauburgunder,Juwel Weine,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Grauburgunder,Fast sortiment,True,2026-09-01,2025,False,False,False,False
2031334,Ecologica Girasol Rosé Organic Bobal,Hammeken Cellars,49.0,250 ml,Burk,Fruktigt & Smakrikt,Spanien,Bobal,Fast sortiment,True,2026-06-01,2025,False,False,False,False
282001,Torre do Olivar Treixadura,Adegas Pazo do Mar,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,"Treixadura, Albariño",Fast sortiment,True,2026-06-01,2025,False,False,False,False
2019801,Diente de Leon Skin Contact,Montlaiz,120.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Argentina,,Fast sortiment,True,2026-09-01,2025,False,False,False,False
261134,Rebellion Furmint,Laposa Birtok Kft.,49.0,250 ml,Burk,Friskt & Fruktigt,Ungern,"Furmint, Olaszrizling",Fast sortiment,True,2026-09-01,2025,False,False,False,False
3028101,Zweigelt Klassik,Salzl Seewinkelhof GmbH,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Österrike,Zweigelt,Fast sortiment,True,2026-09-01,2025,False,False,False,False
2018901,Gorgeous Brut Rosé,Old Road Wine Co,149.0,750 ml,Glasflaska,Rosé,Sydafrika,"Chardonnay, Pinot noir",Fast sortiment,True,2026-06-01,,False,False,False,False
259801,Coca i Fitó Natura,Coca i Fitó,149.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,"Grenache, Carignan, Syrah",Fast sortiment,True,2026-09-01,2024,False,False,False,False
278501,Oakenshield Petite Sirah Castoro Cellars,Castoro Cellars,169.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,USA,Petite sirah,Fast sortiment,True,2026-06-01,2024,False,True,False,True
2031901,Bender Riesling,Weinhaus Bender Manuel,129.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,True,2026-09-01,2025,False,False,False,False
240101,Dauvergne et Ranvier Hermitage Sélection,Dauvergne Ranvier,399.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,Syrah,Fast sortiment,True,2026-09-01,2024,False,False,False,False
276301,Kleine Zalze Heritage vineyards old vines chenin blanc,Kleine Zalze,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Sydafrika,Chenin blanc,Fast sortiment,True,2026-09-01,2025,False,False,False,False
241701,Privat Brut Nature Reserva Chardonnay,Cava Privat,159.0,750 ml,Glasflaska,Torrt vitt,Spanien,Chardonnay,Fast sortiment,True,2026-06-01,2023,False,False,False,True
2031501,Koyle Garnatxa,Viña Koyle,169.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Chile,Garnatxa,Fast sortiment,True,2026-09-01,2025,False,False,False,False
271301,Albades Garnacha Blanca Viura,Hammeken Cellars,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,"Garnacha blanca, Viura",Fast sortiment,True,2026-06-01,2025,False,False,False,False
223701,Txakoli Rezabal,Txakoli Rezabal,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,Hondarrabi zuri,Fast sortiment,True,2026-09-01,2025,False,False,False,False
194101,Fontanafredda BollaCiao,Fontanafredda,139.0,750 ml,Glasflaska,Torrt vitt,Italien,"Chardonnay, Pinot noir",Fast sortiment,True,2026-09-01,,False,False,False,False
236701,Waimea Albariño,Booster Wine Group,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Albariño,Fast sortiment,True,2026-09-01,2025,False,False,False,False
254801,Ramos Vinho de Talha,J. Portugal Ramos Vinhos,169.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,"Aragonez, Trincadeira, Castelão",Fast sortiment,True,2026-09-01,2025,False,False,False,False
237001,Bishop's Peak Pinot Noir,Bishop’S Peak By Talley Vineyards,219.0,750 ml,Glasflaska,Kryddigt & Mustigt,USA,Pinot noir,Fast sortiment,True,2026-09-01,2023,False,False,False,False
2030901,Ramón Bilbao Rosado,Bodegas Ramón Bilbao,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,,Fast sortiment,True,2026-06-01,2025,False,False,False,False
258301,White Knight Master's Move,Ðakovacka vina d.d.,119.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Kroatien,Graševina,Fast sortiment,True,2026-06-01,2025,False,False,False,False
219701,Ecologica La Pluma Rosé,Julià & Navinès,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Spanien,"Tempranillo, Merlot, Cabernet sauvignon",Fast sortiment,False,2014-06-02,2025,False,False,False,False
8140101,Jean Biecher Pinot Gris Organic Réserve,Jean Biecher,115.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Frankrike,Pinot gris,Fast sortiment,False,2014-05-02,2025,False,False,False,False
582201,Leitz Eins Zwei Dry Riesling,Josef Leitz,107.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,2012-03-12,2025,False,False,False,False
536801,Sander Riesling trocken,Weingut Sander,124.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,2012-10-01,2025,False,False,False,False
215101,Xavier Vignon Côtes-du-Rhône Grenache Vieilles Vignes Organic,Xavier Vignon,127.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,Grenache,Fast sortiment,False,2013-03-01,2023,False,False,False,False
1267001,El Coto Crianza,El Coto de Rioja,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,1996-05-20,2022,False,False,False,False
1200001,Saint Clair Vicar's Choice Sauvignon Blanc,Saint Clair Family Estate,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,Fast sortiment,False,2006-04-01,2024,False,False,False,False
420001,Leth Grüner Veltliner,Weingut Leth,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Grüner veltliner,Fast sortiment,False,2007-04-02,2025,False,False,False,False
7859601,R Riesling Organic,Ruppertsberger Weinkeller Hoheburg eG,99.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,2019-11-25,2025,False,False,False,False
216701,Terre de Mistral Reserve Côtes du Rhône Organic,Les Vignerons d'Estezargues,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,"Carignan, Grenache, Mourvèdre, Syrah",Fast sortiment,False,2010-10-01,2024,False,False,False,False
772002,Casalforte Prosecco Extra Dry,Collis Heritage S.p.A.,69.0,375 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2010-10-01,,False,False,False,False
1228401,Jean Biecher Riesling Organic Réserve,Jean Biecher,119.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Riesling,Fast sortiment,False,1998-10-05,2024,False,False,False,False
667101,Viña Maipo Chardonnay,Viña Maipo SpA,69.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Chile,Chardonnay,Fast sortiment,False,2002-03-04,2025,False,False,False,False
631101,Stoneleigh Sauvignon Blanc,Vinarchy,125.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,Fast sortiment,False,1991-04-15,2025,False,False,False,False
261934,Leva Chardonnay Dimiat & Muscat,Vinex Slavyantsi,39.0,250 ml,Burk,Druvigt & Blommigt,Bulgarien,"Chardonnay, Dimiat, Muscat",Fast sortiment,False,2026-04-01,2025,False,False,False,False
590101,Ruppertsberger Nussbien Riesling Kabinett,Ruppertsberger Weinkeller Hoheburg eG,99.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Tyskland,Riesling,Fast sortiment,False,1995-04-24,2025,False,False,False,False
650801,Black Tower Organic Pink Bubbly,Reh Kendermann,79.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,EU,,Fast sortiment,False,2012-07-31,2025,False,False,False,False
500601,Dimension Chardonnay,Du Toitskloof Cellar,85.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Sydafrika,Chardonnay,Fast sortiment,False,2016-03-01,2025,False,False,False,False
296201,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,89.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,Fast sortiment,False,1991-04-08,2024,False,False,False,False
591401,Ruppertsberger Hofstück Riesling,Ruppertsberger Weinkeller Hoheburg eG,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,1996-12-09,2025,False,False,False,False
1655401,Trapiche Malbec Oak Cask,Bodegas Trapiche,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,Fast sortiment,False,1997-03-17,2025,False,False,False,False
226701,Brochet Facile Sauvignon Blanc,Ampelidae,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2012-04-02,2025,False,False,False,False
157101,Noria Blanc de Noirs Brut,Domaine Villa Noria,99.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,,Fast sortiment,False,2026-03-02,2024,False,False,False,False
772001,Casalforte Prosecco Extra Dry,Collis Heritage S.p.A.,99.0,750 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2010-10-01,,False,False,False,False
242124,Dulban Garnacha,Castelo de Pedregosa,40.0,250 ml,Burk,Mjukt & Bärigt,Spanien,Garnacha,Fast sortiment,False,2026-08-01,2022,False,False,False,False
7373801,King’s Bay Sauvignon Blanc,Icon Wines,135.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,Fast sortiment,False,2016-12-20,2025,False,False,False,False
260934,GOSA Organic Rosé,Bodegas Juan Gil,45.0,250 ml,Burk,Friskt & Bärigt,Spanien,"Syrah, Tempranillo",Fast sortiment,False,2026-03-01,2025,False,False,False,False
213701,Perdeberg Pinotage,Perdeberg Cellar,97.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,Pinotage,Fast sortiment,False,2017-12-01,2025,False,False,False,False
2018434,Pizzolato Frizzante Rosé,La Cantina Pizzolato,43.0,200 ml,Burk,Rosé,Italien,,Fast sortiment,False,2025-12-01,,False,False,False,False
295135,Pizzolato Moscato Frizzante Organic,La Cantina Pizzolato,42.0,200 ml,Burk,Torrt vitt,Italien,Moscato,Fast sortiment,False,2026-03-01,2025,False,False,False,False
761301,Julià & Navinès Cava Organic Semi Seco,1+1=3 U Mes U Fan Tres S.L.,109.0,750 ml,Glasflaska,Halvtorrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Fast sortiment,False,2016-06-01,,False,False,False,False
499301,Crudo Catarratto Zibibbo Organic,Cantine Colomba Bianca,99.0,750 ml,Glasflaska,Druvigt & Blommigt,Italien,"Catarratto, Zibibbo",Fast sortiment,False,2016-06-01,2025,False,False,False,False
787004,Prosecco Pizzolato Organic,La Cantina Pizzolato,49.0,200 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2016-04-20,,False,False,False,False
792702,Codorníu Ecológica Brut,Codorníu,69.0,375 ml,Glasflaska,Torrt vitt,Spanien,"Parellada, Xarel-lo",Fast sortiment,False,2018-06-01,,False,False,False,False
774201,Pizzolato Vino Spumante Rosé Organic,La Cantina Pizzolato,99.0,750 ml,Glasflaska,Rosé,Italien,"Glera, Raboso",Fast sortiment,False,2013-06-01,,False,False,False,False
3243101,Boira' Sangiovese,Cantine Volpi,115.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Sangiovese,Fast sortiment,False,2003-08-04,2025,False,False,False,False
215801,Domaine de Collavery,Les Quatre Tours,110.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,,Fast sortiment,False,2025-03-04,2025,False,False,False,False
7978001,Castelmare Prosecco Organic Extra Dry,Oenoforos S A,109.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2019-06-26,2025,False,False,False,False
7294501,Viva Valentina Il Classico,Iconic Wines,125.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Nero d'avola, Merlot",Fast sortiment,False,2018-06-13,2025,False,False,False,False
7216901,Passicone Rosso Organico,Nordic Sea Winery,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Montepulciano, Primitivo, Sangiovese",Fast sortiment,False,2019-02-13,,False,False,False,False
774901,Mionetto Prosecco Brut,Mionetto Spumante,105.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2011-12-28,,False,False,False,False
269001,Kung Fu Girl Riesling,Charles Smith Wines,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,USA,Riesling,Fast sortiment,False,2012-02-06,2024,False,False,False,False
201101,Côtes-du-Rhône E. Guigal,E Guigal,149.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,"Syrah, Grenache, Mourvèdre",Fast sortiment,False,1995-05-31,2023,False,False,False,False
7960001,Enzo Bartoli Barbera d'Asti Superiore,MGM S.r.l.,159.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Barbera,Fast sortiment,False,2017-11-07,2022,False,False,False,False
535402,Tommasi Graticcio Appassionato,Tommasi Viticoltori,77.0,375 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina veronese, Merlot, Rondinella",Fast sortiment,False,2013-10-01,2023,False,False,False,False
274001,Amarone della Valpolicella,Luigi Righetti,219.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina veronese, Molinara, Rondinella",Fast sortiment,False,2008-06-02,2023,False,False,False,False
5114301,Maple & Ash Pinot Noir,Oenoforos S A,119.0,750 ml,Glasflaska,Kryddigt & Mustigt,USA,Pinot noir,Fast sortiment,False,2023-05-02,,False,False,False,False
7667101,Bread & Butter Pinot Noir,Bread & Butter Wines,169.0,750 ml,Glasflaska,Kryddigt & Mustigt,USA,Pinot noir,Fast sortiment,False,2020-11-23,2024,False,False,False,False
5164101,Sofia y Sebastian Cava is Best Enjoyed with Friends Organic,ViniMundi,99.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Fast sortiment,False,2021-05-03,,False,False,False,False
742501,Charles de Fère Blanc de Blancs Brut,Charles de Fère,95.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Colombard, Ugni blanc",Fast sortiment,False,2007-04-02,,False,False,False,False
8253101,Bouchard Aîné & Fils Pinot Noir,Bouchard Aîné et Fils,99.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Frankrike,Pinot noir,Fast sortiment,False,2006-11-01,2025,False,False,False,False
220901,Puy Chéri Syrah Rosé,Foncalieu,95.0,750 ml,Glasflaska,Friskt & Bärigt,Frankrike,Syrah,Fast sortiment,False,2000-05-08,2025,False,False,False,False
225701,Abbotts & Delaunay Carignan Vieilles Vignes,Abbotts & Delaunay,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,Carignan,Fast sortiment,False,2017-09-01,2024,False,False,False,False
7967101,Maison Bonjour Chardonnay Reserve de la Cave,Vins Biecher,99.0,1000 ml,Lättare glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,Fast sortiment,False,2019-11-13,2025,False,False,False,False
7741001,El Mar Cava Brut,ViniMundi,99.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Fast sortiment,False,2020-01-15,,False,False,False,False
667102,Viña Maipo Chardonnay,Viña Maipo SpA,49.0,375 ml,Glasflaska,Friskt & Fruktigt,Chile,Chardonnay,Fast sortiment,False,2002-10-07,2025,False,False,False,False
5648201,This is The Bomb Appassimento,Enjoy Wine & Spirits,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2023-10-10,2025,False,False,False,False
7241101,Ecoltura Appassimento,Domaine Wines Sweden AB,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Primitivo,Fast sortiment,False,2017-04-25,2025,False,False,False,False
7937701,Casteloro Prosecco Organic Extra Dry,Fields Wine Company AB,99.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2018-11-06,,False,False,False,False
252501,Baron de Ley Reserva,Baron de Ley,129.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,"Tempranillo, Garnacha",Fast sortiment,False,1994-02-14,2021,False,False,False,False
221602,Cava 1+1=3 Brut Rosé Pinot Noir Organic,1+1=3 U Mes U Fan Tres S.L.,89.0,375 ml,Glasflaska,Rosé,Spanien,Pinot noir,Fast sortiment,False,2019-03-01,,False,False,False,False
296202,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,54.0,375 ml,Glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,Fast sortiment,False,1992-12-17,2024,False,False,False,False
7659801,Viva Valentina Sangiovese,Iconic Wines,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,Fast sortiment,False,2015-11-02,2025,False,False,False,False
7425501,Pietro Di Campo Barbera Silenzio,Pietro Di Campo,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Barbera,Fast sortiment,False,2016-07-14,2025,False,False,False,False
2265201,Navajas Crianza,Bodegas Navajas,109.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,1997-07-21,2020,False,False,False,False
7314201,Gérard Bertrand Château L'Hospitalet La Réserve Rouge,Gérard Bertrand,225.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Frankrike,"Grenache, Mourvèdre, Syrah",Fast sortiment,False,2012-06-01,2023,False,False,False,False
625301,Penfolds Koonunga Hill Shiraz Cabernet,Penfolds,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Australien,"Cabernet sauvignon, Shiraz",Fast sortiment,False,1995-10-02,2024,False,False,False,False
535401,Tommasi Graticcio Appassionato,Tommasi Viticoltori,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Corvina veronese, Merlot, Rondinella",Fast sortiment,False,2011-05-30,2023,False,False,False,False
2230001,Fontanafredda Ebbio Langhe Nebbiolo,Fontanafredda,149.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Nebbiolo,Fast sortiment,False,2007-10-01,2025,False,False,False,False
2213901,Les Fumées Blanches Sauvignon Blanc,François Lurton,107.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2001-04-02,2025,False,False,False,False
2213801,Les Fumées Blanches Rosé,François Lurton,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,Sauvignon gris,Fast sortiment,False,2011-08-11,2025,False,False,False,False
642001,Apothic Red Winemaker's Blend,Apothic Wines,129.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,"Cabernet sauvignon, Merlot, Syrah, Zinfandel",Fast sortiment,False,2013-09-02,2023,False,False,False,False
7177001,Perfect day VdP Méditerranée,Contemporary Wines AB,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,"Cinsault, Grenache, Syrah, Rolle",Fast sortiment,False,2014-02-01,2025,False,False,False,False
7203801,Ruppertsberger Imperial Riesling,Ruppertsberger Weinkeller Hoheburg eG,115.0,750 ml,Glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,2015-05-02,2025,False,False,False,False
7280901,Perfect day Bubbles Spumante Cuvée Extra Dry,Contemporary Wines AB,99.0,750 ml,Glasflaska,Torrt vitt,Italien,,Fast sortiment,False,2018-02-05,,False,False,False,False
296204,Casillero del Diablo Cabernet Sauvignon,Concha y Toro,39.0,250 ml,Lättare glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,Fast sortiment,False,1999-10-04,2023,False,False,False,False
771101,Asti Cinzano,Cinzano,109.0,750 ml,Glasflaska,Sött,Italien,Muscat,Fast sortiment,False,1993-02-22,,False,False,False,False
7354601,Massimo Rosso Organic,Iconic Wines,99.0,1000 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2016-10-21,2025,False,False,False,False
7418901,Zecci Valpolicella Ripasso Superiore,Botter,159.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2017-04-15,2023,False,False,False,False
1267002,El Coto Crianza,El Coto de Rioja,59.0,375 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,1997-09-01,2022,False,False,False,False
219801,Jean Biecher Riesling Réserve,Jean Biecher,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Riesling,Fast sortiment,False,2008-04-01,2024,False,False,False,False
601801,Côtes-du-Rhône Reserve,Pellerin,89.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,"Syrah, Grenache noir, Mourvèdre",Fast sortiment,False,1993-03-25,2025,False,False,False,False
235201,Terre du Sud Château de la Liquière,Château de la Liquière famille Vidal Dumoulin,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Grenache, Syrah, Carignan, Cinsault",Fast sortiment,False,2025-12-01,2024,False,False,False,False
7487901,P.Lex Pinot Grigio,Icon Wines,109.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Italien,Pinot grigio,Fast sortiment,False,2014-03-01,2025,False,False,False,False
